postal_code,post_office,post_office_bn,upazila,upazila_bn,district,district_bn,division,division_bn
9283,Katipara,কনস্টেবল,Paikgachha,পাইকগাছা,Khulna,খুলনা,Khulna,খুলনা
9280,Paikgachha,পাইকগাছা,Paikgachha,পাইকগাছা,Khulna,খুলনা,Khulna,খুলনা
9210,Phultala,ফুলতলা,Phultala,ফুলতলা,Khulna,খুলনা,Khulna,খুলনা
9252,Chuknagar,চুকনগর,Sajiara,সাজিয়ারা,Khulna,খুলনা,Khulna,খুলনা
9251,Ghonabanda,ঘোনাবান্দা,Sajiara,সাজিয়ারা,Khulna,খুলনা,Khulna,খুলনা
9250,Sajiara,সাজিয়ারা,Sajiara,সাজিয়ারা,Khulna,খুলনা,Khulna,খুলনা
9253,Shahapur,শাহাপুর,Sajiara,সাজিয়ারা,Khulna,খুলনা,Khulna,খুলনা
9231,Pak Barasat,পাক বারাসাত,Terakhada,তেরখাদা,Khulna,খুলনা,Khulna,খুলনা
9230,Terakhada,তেরখাদা,Terakhada,তেরখাদা,Khulna,খুলনা,Khulna,খুলনা
7042,Allardarga,আল্লারদারগা,Bheramara,ভেড়ামারা,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7040,Bheramara,ভেড়ামারা,Bheramara,ভেড়ামারা,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7041,Ganges Bheramara,গঙ্গা ভেড়ামারা,Bheramara,ভেড়ামারা,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7020,Janipur,জানিপুর,Janipur,জানিপুর,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7021,Khoksa,খোকসা,Janipur,জানিপুর,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7010,Kumarkhali,কুমারখালী,Kumarkhali,কুমারখালী,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7011,Panti,বাড়ি,Kumarkhali,কুমারখালী,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7003,Islami University,ইসলামী বিশ্ববিদ্যালয়,Kustia Sadar,কুষ্টিয়া সচেতন,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7002,Jagati,শেয়ার করা হয়েছিল,Kustia Sadar,কুষ্টিয়া সচেতন,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7001,Kushtia Mohini,Kushtia Mohini,Kustia Sadar,কুষ্টিয়া সচেতন,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7000,Kustia Sadar,কুষ্টিয়া সচেতন,Kustia Sadar,কুষ্টিয়া সচেতন,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7032,Amla Sadarpur,আমলা সদরপুর,Mirpur,মিরপুর,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7030,Mirpur,মিরপুর,Mirpur,মিরপুর,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7031,Poradaha,উপদেশ,Mirpur,মিরপুর,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7052,Khasmathurapur,খাসমথুরাপুর,Rafayetpur,রাফায়েতপুর,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7050,Rafayetpur,রাফায়েতপুর,Rafayetpur,রাফায়েতপুর,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7051,Taragunia,তারাগুনিয়া,Rafayetpur,রাফায়েতপুর,Kushtia,কুষ্টিয়া,Khulna,খুলনা
7620,Arpara,আরপাড়া,Arpara,আরপাড়া,Magura,মাগুরা,Khulna,খুলনা
7600,Magura Sadar,মাগুরা সদর,Magura Sadar,মাগুরা সদর,Magura,মাগুরা,Khulna,খুলনা
7631,Binodpur,বিনোদপুর,Mohammadpur,মোহাম্মদপুর,Magura,মাগুরা,Khulna,খুলনা
7630,Mohammadpur,মোহাম্মদপুর,Mohammadpur,মোহাম্মদপুর,Magura,মাগুরা,Khulna,খুলনা
7632,Nahata,ত্বকের কাছে,Mohammadpur,মোহাম্মদপুর,Magura,মাগুরা,Khulna,খুলনা
7611,Langalbadh,লাঙ্গলবধ,Shripur,শ্রীপুর,Magura,মাগুরা,Khulna,খুলনা
7612,Nachol,নিক,Shripur,শ্রীপুর,Magura,মাগুরা,Khulna,খুলনা
7610,Shripur,শ্রীপুর,Shripur,শ্রীপুর,Magura,মাগুরা,Khulna,খুলনা
7110,Gangni,গাংনী,Gangni,গাংনী,Meherpur,মেহেরপুর,Khulna,খুলনা
7101,Amjhupi,আমঝুপি,Meherpur Sadar,মেহেরপুর সদর,Meherpur,মেহেরপুর,Khulna,খুলনা
7152,Amjhupi,আমঝুপি,Meherpur Sadar,মেহেরপুর সদর,Meherpur,মেহেরপুর,Khulna,খুলনা
7100,Meherpur Sadar,মেহেরপুর সদর,Meherpur Sadar,মেহেরপুর সদর,Meherpur,মেহেরপুর,Khulna,খুলনা
7102,Mujib Nagar Complex,মুজিব নগর কমপ্লেক্স,Meherpur Sadar,মেহেরপুর সদর,Meherpur,মেহেরপুর,Khulna,খুলনা
7520,Kalia,কালিয়া,Kalia,কালিয়া,Narail,নড়াইল,Khulna,খুলনা
7514,Baradia,মিরাদিয়া,Laxmipasha,লক্ষ্মীপাশা,Narail,নড়াইল,Khulna,খুলনা
7512,Itna,ইটনা,Laxmipasha,লক্ষ্মীপাশা,Narail,নড়াইল,Khulna,খুলনা
7510,Laxmipasha,লক্ষ্মীপাশা,Laxmipasha,লক্ষ্মীপাশা,Narail,নড়াইল,Khulna,খুলনা
7511,Lohagora,জলাভূমিতে,Laxmipasha,লক্ষ্মীপাশা,Narail,নড়াইল,Khulna,খুলনা
7513,Naldi,নলদি,Laxmipasha,লক্ষ্মীপাশা,Narail,নড়াইল,Khulna,খুলনা
7521,Mohajan,মোহজন,Mohajan,মোহজন,Narail,নড়াইল,Khulna,খুলনা
7500,Narail Sadar,Narail Sadar,Narail Sadar,Narail Sadar,Narail,নড়াইল,Khulna,খুলনা
7501,Ratanganj,রতনগঞ্জ,Narail Sadar,Narail Sadar,Narail,নড়াইল,Khulna,খুলনা
9460,Ashashuni,আশাশুনি,Ashashuni,আশাশুনি,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9461,Baradal,বড়দল,Ashashuni,আশাশুনি,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9430,Debbhata,দেবভাটা,Debbhata,দেবভাটা,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9431,Gurugram,গুরুগ্রাম,Debbhata,দেবভাটা,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9415,Chandanpur,চন্দনপুর,Kalaroa,কলারোয়া,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9413,Hamidpur,হামিদপুর,Kalaroa,কলারোয়া,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9412,Jhaudanga,ঝাউডাঙ্গা,Kalaroa,কলারোয়া,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9410,kalaroa,কলারোয়া,Kalaroa,কলারোয়া,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9414,Khordo,খোরদো,Kalaroa,কলারোয়া,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9411,Murarikati,মুরারিকাটি,Kalaroa,কলারোয়া,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9440,Kaliganj UPO,ইউপিও,Kaliganj UPO,ইউপিও,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9441,Nalta Mubaroknagar,নলতা মোবারকনগর,Kaliganj UPO,ইউপিও,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9442,Ratanpur,রতনপুর,Kaliganj UPO,ইউপিও,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9453,Buri Goalini,বুড়ি গোয়ালিনী,Nakipur,নকিপুর,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9454,Gabura,গাবুরা,Nakipur,নকিপুর,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9455,Habinagar,হবিনগর,Nakipur,নকিপুর,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9450,Nakipur,নকিপুর,Nakipur,নকিপুর,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9452,Naobeki,নাওবেকি,Nakipur,নকিপুর,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9451,Noornagar,নূর নগর,Nakipur,নকিপুর,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9403,Budhhat,বুদ্ধহাট,Satkhira Sadar,Satkhira Sadar,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9402,Gunakar kati,গুণকর কাটি,Satkhira Sadar,Satkhira Sadar,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9401,Satkhira Islamia Acc,Satkhira Islamia Acc,Satkhira Sadar,Satkhira Sadar,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9400,Satkhira Sadar,Satkhira Sadar,Satkhira Sadar,Satkhira Sadar,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9421,Patkelghata,পাটকেলঘাটা,Taala,সেটাই,Satkhira,সাতক্ষীরা,Khulna,খুলনা
9420,Taala,সেটাই,Taala,সেটাই,Satkhira,সাতক্ষীরা,Khulna,খুলনা
8710,Amtali,আমতলী,Amtali,আমতলী,Barguna,বরগুনা,Barishal,বরিশাল
8730,Bamna,বামনা,Bamna,বামনা,Barguna,বরগুনা,Barishal,বরিশাল
8700,Barguna Sadar,সদর কম্বল,Barguna Sadar,সদর কম্বল,Barguna,বরগুনা,Barishal,বরিশাল
8701,Nali Bandar,নলি বন্দর,Barguna Sadar,সদর কম্বল,Barguna,বরগুনা,Barishal,বরিশাল
8740,Betagi,বেতাগী,Betagi,বেতাগী,Barguna,বরগুনা,Barishal,বরিশাল
8741,Darul Ulam,দারুল উলাম,Betagi,বেতাগী,Barguna,বরগুনা,Barishal,বরিশাল
8721,Kakchira,কাকচিরা,Patharghata,পাথরঘাটা,Barguna,বরগুনা,Barishal,বরিশাল
8720,Patharghata,পাথরঘাটা,Patharghata,পাথরঘাটা,Barguna,বরগুনা,Barishal,বরিশাল
8240,Agailzhara,আগৈলঝাড়া,Agailzhara,আগৈলঝাড়া,Barishal,বরিশাল,Barishal,বরিশাল
8241,Gaila,এটা দুঃখজনক,Agailzhara,আগৈলঝাড়া,Barishal,বরিশাল,Barishal,বরিশাল
8242,Paisarhat,অর্থ ক্ষতি,Agailzhara,আগৈলঝাড়া,Barishal,বরিশাল,Barishal,বরিশাল
8210,Babuganj,বাবুগঞ্জ,Babuganj,বাবুগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8216,Barishal Cadet,Barishal Cadet,Babuganj,বাবুগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8212,Chandpasha,চাঁদপাশা,Babuganj,বাবুগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8213,Madhabpasha,মাধবপাশা,Babuganj,বাবুগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8215,Nizamuddin College,নিজামউদ্দিন কলেজ,Babuganj,বাবুগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8211,Rahamatpur,রহমতপুর,Babuganj,বাবুগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8214,Thakur Mallik,ঠাকুর মল্লিক,Babuganj,বাবুগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8260,Barajalia,বড়জালিয়া,Barajalia,বড়জালিয়া,Barishal,বরিশাল,Barishal,বরিশাল
8261,Osman Manjil,ওসমান মঞ্জিল,Barajalia,বড়জালিয়া,Barishal,বরিশাল,Barishal,বরিশাল
8200,Barishal Sadar,বরিশাল সদর,Barishal Sadar,বরিশাল সদর,Barishal,বরিশাল,Barishal,বরিশাল
8201,Bukhainagar,বুখাইনগর,Barishal Sadar,বরিশাল সদর,Barishal,বরিশাল,Barishal,বরিশাল
8206,Jaguarhat,জাগুয়ার টুপি,Barishal Sadar,বরিশাল সদর,Barishal,বরিশাল,Barishal,বরিশাল
8205,Kashipur,কাশিপুর,Barishal Sadar,বরিশাল সদর,Barishal,বরিশাল,Barishal,বরিশাল
8204,Patang,চার,Barishal Sadar,বরিশাল সদর,Barishal,বরিশাল,Barishal,বরিশাল
8202,Saheberhat,সাহেবেরহাট,Barishal Sadar,বরিশাল সদর,Barishal,বরিশাল,Barishal,বরিশাল
8203,Sugandia,সুগান্দিয়া,Barishal Sadar,বরিশাল সদর,Barishal,বরিশাল,Barishal,বরিশাল
8233,Batajor,বাটাজোর,Gouranadi,গৌরনদী,Barishal,বরিশাল,Barishal,বরিশাল
8230,Gouranadi,গৌরনদী,Gouranadi,গৌরনদী,Barishal,বরিশাল,Barishal,বরিশাল
8232,Kashemabad,কাশেমাবাদ,Gouranadi,গৌরনদী,Barishal,বরিশাল,Barishal,বরিশাল
8231,Tarki Bandar,শহুরে তরকি,Gouranadi,গৌরনদী,Barishal,বরিশাল,Barishal,বরিশাল
8274,Langutia,লাঙ্গুটিয়া,Mahendiganj,মেহেন্দিগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8271,Laskarpur,লস্করপুর,Mahendiganj,মেহেন্দিগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8270,Mahendiganj,মেহেন্দিগঞ্জ,Mahendiganj,মেহেন্দিগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8273,Nalgora,নালগোড়া,Mahendiganj,মেহেন্দিগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8272,Ulania,ইয়ানিয়া,Mahendiganj,মেহেন্দিগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8252,Charkalekhan,চরকালেখান,Muladi,মুলাদী,Barishal,বরিশাল,Barishal,বরিশাল
8251,Kazirchar,কাজিরচর,Muladi,মুলাদী,Barishal,বরিশাল,Barishal,বরিশাল
8250,Muladi,মুলাদী,Muladi,মুলাদী,Barishal,বরিশাল,Barishal,বরিশাল
8281,Charamandi,চরমন্দি,Sahebganj,সাহেবগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8284,kalaskati,কলস্কটি,Sahebganj,সাহেবগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8282,Padri Shibpur,Padri Shibpur,Sahebganj,সাহেবগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8280,Sahebganj,সাহেবগঞ্জ,Sahebganj,সাহেবগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8283,Shialguni,শিয়ালগুনি,Sahebganj,সাহেবগঞ্জ,Barishal,বরিশাল,Barishal,বরিশাল
8223,Dakuarhat,ডাকুয়ারহাট,Uzirpur,উজিরপুর,Barishal,বরিশাল,Barishal,বরিশাল
8221,Dhamura,ধামুরা,Uzirpur,উজিরপুর,Barishal,বরিশাল,Barishal,বরিশাল
8222,Jugirkanda,জুগিরকান্দা,Uzirpur,উজিরপুর,Barishal,বরিশাল,Barishal,বরিশাল
8224,Shikarpur,শিকারপুর,Uzirpur,উজিরপুর,Barishal,বরিশাল,Barishal,বরিশাল
8220,Uzirpur,উজিরপুর,Uzirpur,উজিরপুর,Barishal,বরিশাল,Barishal,বরিশাল
8300,Bhola Sadar,ভোলা স্যার,Bhola Sadar,ভোলা স্যার,Bhola,ভোলা,Barishal,বরিশাল
